25.00,25.75,26.75,26.25,26.25,26.50,25.50,25.00,
22.25,25.75,26.75,29.00,28.25,27.50,27.00,27.25,
21.50,22.25,23.25,29.00,28.75,23.50,22.75,22.25,
20.50,21.50,24.25,28.75,29.00,23.50,22.00,21.25,
20.50,21.50,25.75,29.75,29.75,24.50,21.50,22.00,
20.50,21.00,23.75,27.00,26.50,23.25,21.00,21.00,
20.50,20.75,23.75,29.25,28.00,23.25,20.50,21.00,
20.25,20.00,21.75,23.00,22.75,21.00,21.25,21.00,
