31,31,31,31,31,31,31,31,31,31,127,255,351,479,607,703,831,927,1055,1183,1215,1279,1343,1407,1471,1503,1567,1631,1695,1759,1599,1471,1343,1215,1087,927,799,671,543,415,319,255,159,95,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31,31,127,287,415,575,703,863,1023,1151,1311,1439,1599,1631,1695,1759,1791,1855,1919,1951,2015,2047,2046,1983,1855,1727,1599,1471,1375,1247,1119,991,863,767,639,543,415,319,191,95,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31,127,255,415,607,767,959,1119,1311,1471,1663,1823,2015,2047,2046,2044,2043,2041,2040,2039,2037,2036,2034,2038,2041,2045,2015,1887,1791,1663,1567,1439,1311,1183,1023,895,767,607,479,319,191,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,127,223,351,575,767,991,1183,1407,1599,1823,2015,2042,2035,2034,2033,2032,2030,2029,2028,2027,2025,2024,2023,2026,2029,2033,2036,2039,2043,2046,1983,1887,1791,1599,1439,1247,1087,895,735,575,383,223,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,31,31,31,127,223,351,479,703,959,1183,1439,1663,1919,2045,2037,2030,2022,2021,2020,2019,2018,2017,2016,2016,4064,8160,10208,4064,2017,2020,2023,2026,2029,2032,2035,2038,2041,2047,1823,1631,1407,1215,991,799,575,383,159,63,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,31,31,127,255,351,479,607,863,1119,1407,1663,1951,2043,2034,2026,2017,14304,16352,18400,20448,22496,24544,24544,26592,28640,30688,32736,26592,22496,16352,10208,6112,2016,2019,2022,2024,2027,2034,2042,1983,1759,1503,1279,1023,799,543,319,223,127,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,31,159,255,383,479,607,703,1023,1311,1599,1919,2043,2033,2024,4064,22496,40928,42976,45024,45024,47072,49120,51168,51168,53216,55264,57312,51168,47072,40928,36832,30688,26592,22496,16352,12256,6112,2021,2030,2038,2047,1791,1535,1247,991,703,447,351,223,127,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,63,191,287,383,511,607,703,831,1151,1471,1823,2045,2034,2024,4064,26592,47072,65504,65472,65472,65472,65440,65440,65440,65440,65408,65408,65408,65440,65472,65504,63456,57312,53216,49120,45024,40928,36832,16352,2017,2027,2036,2046,1791,1503,1183,863,575,479,351,255,159,63,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,95,223,319,415,511,639,735,831,927,1311,1663,2015,2037,2026,4064,26592,49120,65472,65280,65248,65248,65248,65248,65248,65216,65216,65216,65216,65216,65248,65280,65280,65312,65344,65376,65408,65440,65472,65504,45024,22496,2016,2026,2037,2047,1727,1375,1055,703,607,479,383,287,159,63,31,31,31,31,31,31,31,31,31,31,31,31,31,31
159,255,351,447,543,639,767,863,959,1055,1439,1823,2042,2030,2017,22496,47072,65472,65248,65024,65024,65024,65024,65024,65024,65024,65024,65024,65024,64992,65024,65056,65088,65120,65120,65152,65184,65216,65248,65280,65472,49120,24544,2016,2027,2039,1951,1599,1215,831,735,607,511,383,287,159,63,31,31,31,31,31,31,31,31,31,31,31,31,31
