26.75,26.50,27.75,27.50,27.00,27.25,26.25,26.00,
25.50,27.00,29.75,30.50,30.25,28.25,27.75,25.25,
23.75,24.75,26.75,30.25,30.00,24.75,23.50,22.75,
22.75,23.50,25.50,29.75,30.50,26.00,22.00,21.25,
22.00,22.25,26.25,30.50,31.00,27.50,22.50,22.75,
21.75,22.50,26.50,30.50,30.25,28.00,22.75,22.25,
22.00,22.25,25.50,30.00,30.25,27.00,22.75,22.00,
20.75,20.75,22.50,26.25,27.25,23.50,22.50,22.00,
