19.50,21.00,22.25,25.25,22.50,20.50,18.75,19.00,
20.25,22.00,28.50,28.25,28.25,24.00,20.00,19.50,
20.75,23.00,25.25,27.25,25.00,23.50,20.00,20.00,
21.25,23.75,28.00,27.75,28.00,25.75,21.00,20.50,
19.75,23.25,28.25,29.00,27.75,26.50,24.75,25.25,
20.50,22.75,27.25,27.50,27.00,27.50,27.00,26.25,
20.75,22.75,27.00,28.00,27.00,22.75,23.75,24.50,
22.50,23.50,25.25,27.50,26.50,22.00,22.50,23.75,
