21.25,22.50,23.75,29.00,28.75,28.50,23.50,23.75,
21.75,22.50,25.75,30.25,30.75,30.00,24.00,22.75,
21.75,22.00,28.75,29.50,30.25,29.25,25.25,22.75,
21.75,22.50,27.75,28.25,29.00,30.00,25.50,22.00,
20.75,22.50,25.50,28.25,29.25,28.75,24.25,22.50,
21.75,23.25,26.25,28.50,29.00,26.50,24.00,23.00,
21.75,22.75,28.75,30.00,30.00,29.50,23.50,21.50,
20.00,22.00,24.50,27.00,27.25,24.75,22.75,22.25,
